ëÅEEPROM
Saved flight state: 0
Saved baseline: 988.13
TIME,TEMPERATURE, PRESSURE, ALTITUDE, LATITUDE, LONGITUDE, ANGLE, GPS_ALTX, Y, Z, SWC, SWP, TURN, FLIGHT_STATE
986429,22.50,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
987506,22.50,990.04,1.28,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
988583,22.50,990.14,0.43,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
989659,22.50,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
990735,22.50,990.11,0.68,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
991811,22.50,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8750,176.8750,1,1,2,0
992932,22.50,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,286.2500,86.8750,176.9375,1,1,2,0
994104,22.50,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,286.2500,86.8750,176.8750,1,1,2,0
995181,22.50,990.03,1.36,34.7260322,86.6396331,0.0000000,206.00,286.1250,86.7500,176.8125,1,1,2,0
996256,22.60,990.05,1.19,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
997332,22.60,990.00,1.62,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
998409,22.60,990.00,1.62,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
999485,22.60,990.02,1.45,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1000562,22.60,990.02,1.45,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1001639,22.60,990.13,0.51,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1002717,22.60,990.17,0.17,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1003841,22.60,990.19,0.00,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1004961,22.60,990.06,1.11,34.7260322,86.6396331,0.0000000,206.00,285.5000,86.5625,176.6250,1,1,2,0
1006040,22.60,990.13,0.51,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1007118,22.60,990.22,-0.26,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1008196,22.60,990.16,0.26,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1009274,22.60,990.15,0.34,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1010352,22.60,990.08,0.94,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1011429,22.70,990.14,0.43,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1012506,22.70,990.08,0.94,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1013584,22.70,990.09,0.85,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1014662,22.70,990.11,0.68,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1015771,22.70,990.07,1.02,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1016891,22.70,990.03,1.36,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1017968,22.70,990.09,0.85,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1019045,22.70,990.08,0.94,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1020124,22.70,990.04,1.28,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1021201,22.70,990.11,0.68,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1022279,22.70,990.09,0.85,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1023357,22.70,990.06,1.11,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1024435,22.70,990.11,0.68,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1025513,22.80,990.05,1.19,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1026591,22.80,990.12,0.60,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1027730,22.70,990.04,1.28,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1028819,22.80,990.04,1.28,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1029897,22.80,990.11,0.68,34.7260322,86.6396331,0.0000000,206.00,285.4375,86.5000,176.5625,1,1,2,0
1030974,22.80,990.01,1.54,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1032052,22.80,990.11,0.68,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1033129,22.80,990.10,0.77,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1034207,22.80,990.12,0.60,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1035285,22.80,990.07,1.02,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1036363,22.80,990.07,1.02,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1037441,22.80,990.01,1.54,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1038518,22.80,990.10,0.77,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1039663,22.80,990.12,0.60,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1040801,22.80,990.03,1.36,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1041879,22.90,990.12,0.60,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1042956,22.80,990.09,0.85,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1044034,22.90,990.07,1.02,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1045111,22.90,990.03,1.36,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1046189,22.90,990.03,1.36,34.7260322,86.6396331,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1047267,22.90,990.13,0.51,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1048345,22.90,990.08,0.94,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1049422,22.90,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1050542,22.90,990.02,1.45,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1051680,22.90,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1052758,22.90,990.03,1.36,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1053834,22.90,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1054911,22.90,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1055989,22.90,990.04,1.28,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1057067,22.90,990.06,1.11,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1058144,23.00,990.05,1.19,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1059222,23.00,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1060300,22.90,990.01,1.54,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1061377,23.00,990.06,1.11,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1062519,23.00,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1063607,23.00,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1064685,23.00,990.05,1.19,34.7260322,86.6396484,0.0000000,206.00,285.3750,86.4375,176.5000,1,1,2,0
1065763,23.00,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.6250,86.7500,176.7500,1,1,2,0
1066841,23.00,990.06,1.11,34.7260322,86.6396484,0.0000000,205.90,285.5625,86.6875,176.6875,1,1,2,0
1067918,23.00,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.3750,176.4375,1,1,2,0
1068995,23.00,990.06,1.11,34.7260322,86.6396484,0.0000000,205.90,285.1875,86.3125,176.3125,1,1,2,0
1070072,23.00,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.6875,86.8125,3.1250,1,1,2,0
1071149,23.00,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.3125,86.4375,176.5000,1,1,2,0
1072226,23.00,990.05,1.19,34.7260322,86.6396484,0.0000000,205.90,285.3125,86.5000,176.5000,1,1,2,0
1073302,23.00,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.3125,86.4375,176.4375,1,1,2,0
1074403,23.00,990.14,0.43,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1075561,23.00,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1076639,23.00,990.04,1.28,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1077716,23.10,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1078794,23.10,990.05,1.19,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1079872,23.10,990.04,1.28,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1080949,23.10,990.03,1.36,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1082027,23.10,990.05,1.19,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1083104,23.10,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1084182,23.10,990.09,0.85,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1085288,23.10,990.09,0.85,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1086430,23.10,990.06,1.11,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1087516,23.10,990.15,0.34,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1088593,23.10,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1089671,23.10,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1090749,23.10,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1091827,23.10,990.11,0.68,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1092904,23.20,990.09,0.85,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1093983,23.20,990.09,0.85,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1095060,23.20,990.04,1.28,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1096136,23.20,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1097271,23.20,990.17,0.17,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1098393,23.20,990.16,0.26,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1099470,23.20,990.14,0.43,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1100549,23.20,990.16,0.26,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1101625,23.20,990.10,0.77,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1102703,23.20,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1103781,23.20,990.11,0.68,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1104859,23.20,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1105936,23.20,990.14,0.43,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1107013,23.20,990.10,0.77,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1108094,23.20,990.14,0.43,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1109282,23.20,990.06,1.11,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1110361,23.20,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1111437,23.30,990.08,0.94,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1112514,23.30,990.16,0.26,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1113592,23.30,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1114670,23.30,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1115747,23.30,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1116825,23.30,990.15,0.34,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1117903,23.30,990.11,0.68,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1118981,23.30,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1120119,23.30,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1121297,23.30,990.11,0.68,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1122373,23.30,990.15,0.34,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1123451,23.30,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1124530,23.30,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1125607,23.30,990.09,0.85,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1126685,23.30,990.07,1.02,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1127763,23.40,990.12,0.60,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1128841,23.40,990.13,0.51,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1129919,23.40,990.14,0.43,34.7260322,86.6396484,0.0000000,205.90,285.2500,86.4375,176.4375,1,1,2,0
1131056,23.40,990.16,0.26,34.7260322,86.6396484,0.0000000,205.80,285.2500,86.4375,176.4375,1,1,2,0
1132163,23.40,990.14,0.43,34.7260322,86.6396484,0.0000000,205.80,285.2500,86.4375,176.4375,1,1,2,0
1133241,23.40,990.14,0.43,34.7260322,86.6396484,0.0000000,205.80,285.2500,86.4375,176.4375,1,1,2,0
1134319,23.40,990.18,0.09,34.7260322,86.6396484,0.0000000,205.80,285.2500,86.4375,176.4375,1,1,2,0
1135396,23.40,990.11,0.68,34.7260322,86.6396331,0.0000000,205.80,285.2500,86.4375,176.4375,1,1,2,0
1136475,23.40,990.14,0.43,34.7260322,86.6396331,0.0000000,205.60,285.2500,86.4375,176.4375,1,1,2,0
1137552,23.40,990.14,0.43,34.7260322,86.6396331,0.0000000,205.40,285.2500,86.4375,176.4375,1,1,2,0
1138629,23.40,990.07,1.02,34.7260322,86.6396331,0.0000000,205.20,285.2500,86.4375,176.4375,1,1,2,0
1139707,23.40,990.06,1.11,34.7260322,86.6396331,0.0000000,205.20,285.2500,86.4375,176.4375,1,1,2,0
1140786,23.40,990.12,0.60,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1141863,23.40,990.17,0.17,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1142977,23.40,990.15,0.34,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1144136,23.50,990.14,0.43,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1145213,23.50,990.11,0.68,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1146292,23.50,990.11,0.68,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1147370,23.50,990.20,-0.09,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1148448,23.50,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1149527,23.50,990.18,0.09,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1150605,23.50,990.11,0.68,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1151682,23.50,990.13,0.51,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1151970,23.50,990.06,1.11,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1153048,23.50,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1154125,23.50,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1155203,23.50,990.12,0.60,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1156281,23.50,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1157359,23.50,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1158436,23.50,990.13,0.51,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1159514,23.50,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1160592,23.50,990.15,0.34,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1161669,23.50,990.16,0.26,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1162746,23.50,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1163882,23.60,990.06,1.11,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1164968,23.60,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1166046,23.60,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1167124,23.60,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1168202,23.60,990.03,1.36,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1169280,23.60,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1170357,23.60,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1171435,23.60,990.15,0.34,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1172512,23.60,990.13,0.51,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1173590,23.60,990.04,1.28,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1174732,23.60,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1175868,23.60,990.04,1.28,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1176945,23.60,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1178023,23.60,990.12,0.60,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1179101,23.60,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1180177,23.60,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1181255,23.60,990.12,0.60,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1182332,23.70,990.11,0.68,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1183410,23.70,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1184488,23.70,990.04,1.28,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1185566,23.70,990.13,0.51,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1186674,23.70,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1187817,23.70,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1188894,23.70,990.06,1.11,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1189971,23.70,990.05,1.19,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1191050,23.70,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,285.2500,86.4375,176.4375,1,1,2,0
1192127,23.70,990.03,1.36,34.7260322,86.6396331,0.0000000,205.10,285.1250,86.3125,176.3125,1,1,2,0
1193204,23.70,990.14,0.43,34.7260322,86.6396331,0.0000000,205.10,285.0625,86.1875,176.2500,1,1,2,0
1194283,23.70,990.04,1.28,34.7260322,86.6396331,0.0000000,205.10,285.0625,86.2500,176.2500,1,1,2,0
1195360,23.70,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,286.1250,86.5000,3.3750,1,1,2,0
1196436,23.70,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,288.5625,87.3125,2.3750,1,1,2,0
1197518,23.70,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,284.0625,86.3125,176.6875,1,1,2,0
1198701,23.80,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,277.5000,84.5625,174.5625,1,1,2,0
1199787,23.80,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,288.0000,76.7500,62.1875,1,1,2,0
1200862,23.80,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,292.5625,83.2500,6.3750,1,1,2,0
1201937,23.80,990.06,1.11,34.7260322,86.6396331,0.0000000,205.10,286.0000,74.9375,52.0000,1,1,2,0
1203013,23.80,990.01,1.54,34.7260322,86.6396331,0.0000000,205.10,301.0625,79.4375,57.5625,1,1,2,0
1204090,23.80,989.95,2.05,34.7260322,86.6396331,0.0000000,205.10,307.0000,84.1250,2.2500,1,1,2,0
1205166,23.80,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,298.8750,80.6250,9.5000,1,1,2,0
1206241,23.80,990.05,1.19,34.7260322,86.6396331,0.0000000,205.10,300.5625,85.1250,2.1250,1,1,2,0
1207317,23.80,990.03,1.36,34.7260322,86.6396331,0.0000000,205.10,302.1250,85.0625,1.4375,1,1,2,0
1208392,23.80,990.05,1.19,34.7260322,86.6396331,0.0000000,205.10,306.8750,84.8125,1.3125,1,1,2,0
1209496,23.80,990.13,0.51,34.7260322,86.6396331,0.0000000,205.10,315.1250,85.6875,2.3750,1,1,2,0
1210652,23.80,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,313.5625,77.8125,42.1250,1,1,2,0
1211728,23.80,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,317.0625,82.3750,74.2500,1,1,2,0
1212806,23.80,990.09,0.85,34.7260322,86.6396331,0.0000000,205.10,2.0000,75.8125,119.5625,1,1,2,0
1213882,23.90,990.02,1.45,34.7260322,86.6396331,0.0000000,205.10,81.3750,86.9375,1.3750,1,1,2,0
1214955,23.90,990.00,1.62,34.7260322,86.6396331,0.0000000,205.10,103.8750,79.1250,53.6250,1,1,2,0
1216032,23.90,990.06,1.11,34.7260322,86.6396331,0.0000000,205.10,117.8750,73.8750,12.5000,1,1,2,0
1217108,23.90,990.03,1.36,34.7260322,86.6396331,0.0000000,205.10,127.1250,66.4375,7.8125,1,1,2,0
1218184,23.90,990.02,1.45,34.7260322,86.6396331,0.0000000,205.10,99.8125,68.1250,-5.5625,1,1,2,0
1219259,23.90,990.02,1.45,34.7260322,86.6396331,0.0000000,205.10,114.5000,73.9375,-40.0000,1,1,2,0
1220336,23.90,990.10,0.77,34.7260322,86.6396331,0.0000000,205.10,124.5625,78.6250,-25.0625,1,1,2,0
1221476,23.90,989.98,1.79,34.7260322,86.6396331,0.0000000,205.10,125.4375,87.3125,-179.3750,1,1,2,0
1222599,23.90,990.08,0.94,34.7260322,86.6396331,0.0000000,205.10,124.2500,78.9375,51.1875,1,1,2,0
1223675,23.90,990.02,1.45,34.7260322,86.6396331,0.0000000,205.10,125.9375,86.1250,3.5625,1,1,2,0
1224751,23.90,989.99,1.70,34.7260322,86.6396331,0.0000000,205.10,123.5625,86.3750,3.4375,1,1,2,0
1225827,24.00,990.04,1.28,34.7260322,86.6396331,0.0000000,205.10,124.4375,86.0625,3.5000,1,1,2,0
1226902,24.00,990.05,1.19,34.7260322,86.6396331,0.0000000,205.10,124.0000,85.9375,3.4375,1,1,2,0
1227976,24.00,990.07,1.02,34.7260322,86.6396331,0.0000000,205.10,123.8750,86.0000,3.3750,1,1,2,0
1229051,24.00,989.99,1.70,34.7260322,86.6396331,0.0000000,205.10,121.2500,84.9375,4.3125,1,1,2,0
1230127,24.00,990.11,0.68,34.7260322,86.6396331,0.0000000,205.10,123.5625,85.7500,4.1875,1,1,2,0
1231202,24.00,990.04,1.28,34.7260284,86.6396331,0.0000000,205.00,121.1875,85.2500,176.4375,1,1,2,0
