ëÅEEPROM
Saved flight state: 0
Saved baseline: 988.13
TIME,TEMPERATURE, PRESSURE, ALTITUDE, LATITUDE, LONGITUDE, ANGLE, GPS_ALTX, Y, Z, SWC, SWP, TURN, FLIGHT_STATE
491696,19.60,990.28,-0.77,34.7259788,86.6398925,0.0000000,203.50,8.8125,88.5625,178.6250,1,1,2,0
492771,19.60,990.29,-0.86,34.7259788,86.6398925,0.0000000,203.50,8.8750,88.6250,178.6250,1,1,2,0
493846,19.60,990.29,-0.86,34.7259788,86.6398925,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
494220,19.60,990.17,0.17,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
495295,19.70,990.29,-0.86,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
496371,19.70,990.26,-0.60,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
497447,19.60,990.32,-1.11,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
498523,19.60,990.31,-1.03,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
499598,19.70,990.23,-0.34,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
500673,19.70,990.26,-0.60,34.7259864,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
501748,19.70,990.26,-0.60,34.7259788,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
502823,19.70,990.29,-0.86,34.7259788,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
503899,19.70,990.33,-1.19,34.7259788,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
505033,19.70,990.22,-0.26,34.7259750,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
506171,19.70,990.24,-0.43,34.7259750,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
507247,19.70,990.25,-0.51,34.7259750,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
508323,19.70,990.21,-0.17,34.7259712,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
509399,19.70,990.22,-0.26,34.7259712,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
510474,19.70,990.28,-0.77,34.7259712,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
511549,19.70,990.29,-0.86,34.7259712,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
512624,19.70,990.26,-0.60,34.7259674,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
513699,19.70,990.26,-0.60,34.7259674,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
514775,19.70,990.30,-0.94,34.7259674,86.6398773,0.0000000,203.50,8.8125,88.5625,178.5625,1,1,2,0
515850,19.70,990.22,-0.26,34.7259674,86.6398773,0.0000000,203.60,8.8125,88.5625,178.5625,1,1,2,0
516925,19.70,990.30,-0.94,34.7259674,86.6398773,0.0000000,203.60,8.8750,88.6250,178.6250,1,1,2,0
518059,19.80,990.26,-0.60,34.7259674,86.6398773,0.0000000,203.60,8.8125,88.5625,178.5625,1,1,2,0
519140,19.80,990.25,-0.51,34.7259674,86.6398773,0.0000000,203.60,8.8125,88.5625,178.5625,1,1,2,0
520216,19.80,990.24,-0.43,34.7259674,86.6398773,0.0000000,203.60,8.8750,88.6250,178.6250,1,1,2,0
521292,19.80,990.30,-0.94,34.7259635,86.6398773,0.0000000,203.60,355.7500,81.8750,0.0000,1,1,2,0
522366,19.80,990.21,-0.17,34.7259635,86.6398773,0.0000000,203.60,341.0000,78.6875,-14.6250,1,1,2,0
523445,19.80,990.27,-0.69,34.7259635,86.6398773,0.0000000,203.60,344.7500,82.0625,-23.2500,1,1,2,0
524521,19.80,990.16,0.26,34.7259597,86.6398773,0.0000000,203.60,346.9375,84.4375,-2.8125,1,1,2,0
525596,19.80,990.13,0.51,34.7259597,86.6398773,0.0000000,203.60,356.7500,85.8125,-1.4375,1,1,2,0
526671,19.80,990.12,0.60,34.7259597,86.6398773,0.0000000,203.60,358.9375,87.6250,1.2500,1,1,2,0
527746,19.80,990.13,0.51,34.7259597,86.6398773,0.0000000,203.60,359.0625,83.4375,-1.0625,1,1,2,0
528827,19.80,990.08,0.94,34.7259597,86.6398773,0.0000000,203.60,358.1875,87.1250,-0.1875,1,1,2,0
530029,19.80,990.14,0.43,34.7259597,86.6398773,0.0000000,203.60,356.8125,86.8125,-1.4375,1,1,2,0
531109,19.80,990.20,-0.09,34.7259597,86.6398773,0.0000000,203.70,347.8125,84.4375,0.0000,1,1,2,0
532185,19.80,990.15,0.34,34.7259597,86.6398773,0.0000000,203.70,347.8125,84.4375,-0.1250,1,1,2,0
533260,19.80,990.15,0.34,34.7259597,86.6398773,0.0000000,203.70,331.3750,88.0625,179.1250,1,1,2,0
534336,19.80,990.07,1.02,34.7259597,86.6398773,0.0000000,203.70,272.0625,81.3750,-7.3750,1,1,2,0
535411,19.80,990.12,0.60,34.7259597,86.6398773,0.0000000,203.70,259.3125,89.2500,-0.3125,1,1,2,0
536486,19.80,990.19,0.00,34.7259559,86.6398620,0.0000000,203.60,248.8125,85.4375,-3.8750,1,1,2,0
537562,19.90,990.14,0.43,34.7259559,86.6398468,0.0000000,203.60,235.5625,88.8750,0.2500,1,1,2,0
538636,19.90,990.17,0.17,34.7259521,86.6398239,0.0000000,203.60,234.3125,84.2500,-4.5625,1,1,2,0
539711,19.90,990.22,-0.26,34.7259559,86.6398086,0.0000000,203.60,213.6875,84.1875,1.3750,1,1,2,0
540827,19.90,990.14,0.43,34.7259559,86.6397933,0.0000000,203.60,201.0625,84.4375,0.6875,1,1,2,0
542012,19.90,990.20,-0.09,34.7259635,86.6397628,0.0000000,203.60,209.8750,86.0000,-3.8125,1,1,2,0
543088,19.90,990.24,-0.43,34.7259750,86.6397476,0.0000000,203.60,219.1875,85.1875,-3.0000,1,1,2,0
544164,19.90,990.19,0.00,34.7259864,86.6397323,0.0000000,203.60,231.3125,78.2500,-71.6250,1,1,2,0
545242,19.90,990.18,0.09,34.7259902,86.6397171,0.0000000,203.70,273.5625,85.0625,175.6250,1,1,2,0
546318,19.90,990.17,0.17,34.7259979,86.6397171,0.0000000,203.70,186.8750,72.0000,-51.7500,1,1,2,0
547394,19.90,990.15,0.34,34.7259979,86.6396942,0.0000000,203.60,262.8125,85.8125,-178.0625,1,1,2,0
548471,20.00,990.20,-0.09,34.7259979,86.6396789,0.0000000,203.70,296.7500,88.3125,-178.8750,1,1,2,0
549551,20.00,990.26,-0.60,34.7259979,86.6396789,0.0000000,203.70,292.8125,83.2500,-6.0000,1,1,2,0
550627,20.00,990.24,-0.43,34.7259979,86.6396789,0.0000000,203.70,276.5000,77.2500,-25.0625,1,1,2,0
551715,20.00,990.20,-0.09,34.7259941,86.6396789,0.0000000,203.70,288.3125,78.3125,-15.4375,1,1,2,0
552869,20.00,990.24,-0.43,34.7259902,86.6396789,0.0000000,203.70,287.8750,87.0625,0.1875,1,1,2,0
553945,20.00,990.27,-0.69,34.7259902,86.6396789,0.0000000,203.70,285.8750,87.5000,2.4375,1,1,2,0
555020,20.00,990.27,-0.69,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
556095,20.00,990.26,-0.60,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
557170,20.00,990.23,-0.34,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
558244,20.00,990.27,-0.69,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
559320,20.00,990.28,-0.77,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
560395,20.10,990.24,-0.43,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
561470,20.10,990.23,-0.34,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
562545,20.10,990.25,-0.51,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
563630,20.00,990.16,0.26,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
564751,20.10,990.20,-0.09,34.7259902,86.6396789,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
565827,20.10,990.16,0.26,34.7259902,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
566902,20.10,990.21,-0.17,34.7259902,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
567977,20.10,990.16,0.26,34.7259902,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
569052,20.10,990.22,-0.26,34.7259902,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
570127,20.10,990.22,-0.26,34.7259902,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
571202,20.10,990.14,0.43,34.7259941,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
572276,20.10,990.13,0.51,34.7259941,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
573350,20.10,990.19,0.00,34.7259941,86.6396636,0.0000000,203.60,285.5625,87.1875,2.7500,1,1,2,0
574426,20.10,990.15,0.34,34.7259979,86.6396636,0.0000000,203.70,285.5625,87.1875,2.7500,1,1,2,0
575500,20.10,990.13,0.51,34.7260017,86.6396636,0.0000000,203.70,285.5625,87.1875,2.7500,1,1,2,0
576638,20.20,990.15,0.34,34.7260017,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
577724,20.20,990.18,0.09,34.7260055,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
578798,20.20,990.20,-0.09,34.7260055,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
579872,20.20,990.19,0.00,34.7260055,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
580946,20.20,990.16,0.26,34.7260017,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
582022,20.20,990.21,-0.17,34.7260055,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
583097,20.20,990.21,-0.17,34.7260055,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
584173,20.20,990.19,0.00,34.7260017,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
585247,20.20,990.20,-0.09,34.7260017,86.6396636,0.0000000,203.80,285.5625,87.1875,2.7500,1,1,2,0
586323,20.20,990.25,-0.51,34.7260017,86.6396636,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
587398,20.20,990.27,-0.69,34.7260017,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
588512,20.20,990.23,-0.34,34.7260017,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
589643,20.20,990.21,-0.17,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
590722,20.20,990.21,-0.17,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
591797,20.20,990.20,-0.09,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
592872,20.20,990.18,0.09,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,2.7500,1,1,2,0
593945,20.30,990.19,0.00,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,177.1875,1,1,2,0
595021,20.30,990.19,0.00,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,177.1875,1,1,2,0
596098,20.30,990.17,0.17,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,177.1875,1,1,2,0
597175,20.30,990.17,0.17,34.7260055,86.6396484,0.0000000,203.90,285.5625,87.1875,177.1875,1,1,2,0
598251,20.30,990.17,0.17,34.7260055,86.6396484,0.0000000,203.90,285.3750,87.0000,177.0000,1,1,2,0
599327,20.30,990.15,0.34,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
600467,20.30,990.15,0.34,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
601603,20.30,990.14,0.43,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
602679,20.30,990.19,0.00,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
603754,20.30,990.13,0.51,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
604830,20.30,990.21,-0.17,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
605907,20.30,990.12,0.60,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
606985,20.30,990.19,0.00,34.7260055,86.6396484,0.0000000,203.90,285.1875,86.8125,176.8125,1,1,2,0
608062,20.30,990.17,0.17,34.7260055,86.6396484,0.0000000,203.90,285.2500,86.8125,176.8125,1,1,2,0
609138,20.30,990.18,0.09,34.7260055,86.6396484,0.0000000,203.90,285.2500,86.8125,176.8125,1,1,2,0
610214,20.30,990.14,0.43,34.7260055,86.6396484,0.0000000,203.90,285.6875,86.8750,176.8750,1,1,2,0
611304,20.40,990.12,0.60,34.7260055,86.6396484,0.0000000,203.90,285.6250,86.8125,3.1250,1,1,2,0
612476,20.40,990.14,0.43,34.7260055,86.6396484,0.0000000,203.90,285.5625,86.7500,176.7500,1,1,2,0
613554,20.40,990.13,0.51,34.7260055,86.6396484,0.0000000,203.90,285.5625,86.7500,176.7500,1,1,2,0
614631,20.40,990.17,0.17,34.7260055,86.6396484,0.0000000,203.90,285.5625,86.7500,176.7500,1,1,2,0
615707,20.40,990.19,0.00,34.7260055,86.6396484,0.0000000,203.90,285.5625,86.7500,176.7500,1,1,2,0
616783,20.40,990.16,0.26,34.7260055,86.6396484,0.0000000,203.90,285.3750,86.5625,176.5625,1,1,2,0
617859,20.40,990.12,0.60,34.7260055,86.6396484,0.0000000,203.90,285.4375,86.6250,176.6250,1,1,2,0
618936,20.40,990.10,0.77,34.7260055,86.6396484,0.0000000,203.90,285.2500,86.4375,176.4375,1,1,2,0
620013,20.40,990.17,0.17,34.7260055,86.6396484,0.0000000,204.00,285.2500,86.4375,176.4375,1,1,2,0
621090,20.40,990.20,-0.09,34.7260093,86.6396331,0.0000000,204.00,285.2500,86.4375,176.4375,1,1,2,0
622168,20.40,990.14,0.43,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
623303,20.40,990.21,-0.17,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
624458,20.40,990.18,0.09,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
625536,20.40,990.27,-0.69,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
626612,20.40,990.19,0.00,34.7260131,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
627688,20.40,990.20,-0.09,34.7260131,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
628766,20.40,990.16,0.26,34.7260131,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
629842,20.50,990.17,0.17,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
630920,20.50,990.13,0.51,34.7260093,86.6396484,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
631996,20.50,990.18,0.09,34.7260093,86.6396484,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
633072,20.50,990.16,0.26,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.3750,176.4375,1,1,2,0
634171,20.50,990.19,0.00,34.7260093,86.6396331,0.0000000,204.00,285.1875,86.4375,176.4375,1,1,2,0
635348,20.50,990.17,0.17,34.7260093,86.6396331,0.0000000,204.00,285.5625,86.3750,3.5625,1,1,2,0
636423,20.50,990.11,0.68,34.7260093,86.6396331,0.0000000,204.00,285.5625,86.2500,3.6250,1,1,2,0
637498,20.50,990.03,1.36,34.7260093,86.6396331,0.0000000,204.00,285.6250,86.3125,3.6250,1,1,2,0
638573,20.50,990.05,1.19,34.7260131,86.6396331,0.0000000,204.00,285.6250,86.3750,3.5625,1,1,2,0
639647,20.50,990.04,1.28,34.7260131,86.6396331,0.0000000,203.90,285.6875,86.3750,3.5625,1,1,2,0
640722,20.50,990.11,0.68,34.7260131,86.6396179,0.0000000,204.00,285.6875,86.3750,3.5000,1,1,2,0
641798,20.50,990.07,1.02,34.7260169,86.6396179,0.0000000,204.00,285.7500,86.3750,3.5000,1,1,2,0
642873,20.50,990.05,1.19,34.7260208,86.6396179,0.0000000,204.00,285.7500,86.3750,3.5000,1,1,2,0
643948,20.50,990.13,0.51,34.7260208,86.6396179,0.0000000,203.90,285.8125,86.4375,3.4375,1,1,2,0
645022,20.50,990.16,0.26,34.7260208,86.6396179,0.0000000,203.90,285.8125,86.3750,3.5000,1,1,2,0
646097,20.50,990.12,0.60,34.7260208,86.6396179,0.0000000,203.90,286.0625,86.6250,3.1875,1,1,2,0
647245,20.50,990.15,0.34,34.7260208,86.6396179,0.0000000,203.90,286.0625,86.5625,3.2500,1,1,2,0
648320,20.50,990.19,0.00,34.7260208,86.6396179,0.0000000,203.90,285.5625,86.2500,3.6875,1,1,2,0
649394,20.60,990.14,0.43,34.7260208,86.6396179,0.0000000,203.90,285.7500,86.3750,3.5000,1,1,2,0
650467,20.60,990.24,-0.43,34.7260208,86.6396179,0.0000000,203.90,285.6250,86.3125,3.6250,1,1,2,0
651542,20.60,990.20,-0.09,34.7260208,86.6396179,0.0000000,203.90,285.4375,86.1250,176.1250,1,1,2,0
652620,20.60,990.22,-0.26,34.7260208,86.6396179,0.0000000,203.90,285.4375,86.1250,176.1250,1,1,2,0
653699,20.60,990.24,-0.43,34.7260246,86.6396179,0.0000000,203.90,285.5625,86.2500,176.2500,1,1,2,0
654776,20.60,990.16,0.26,34.7260246,86.6396179,0.0000000,203.90,285.6875,86.3750,3.5625,1,1,2,0
655850,20.60,990.20,-0.09,34.7260246,86.6396179,0.0000000,203.90,285.7500,86.4375,3.5000,1,1,2,0
656122,20.60,990.22,-0.26,34.7260246,86.6396179,0.0000000,203.90,285.7500,86.4375,3.5000,1,1,2,0
657282,20.60,990.13,0.51,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
658356,20.60,990.21,-0.17,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.5000,3.3750,1,1,2,0
659431,20.60,990.22,-0.26,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.5000,3.3750,1,1,2,0
660506,20.60,990.21,-0.17,34.7260246,86.6396179,0.0000000,203.90,285.9375,86.5000,3.3750,1,1,2,0
661581,20.60,990.18,0.09,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
662654,20.60,990.17,0.17,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
663730,20.70,990.20,-0.09,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
664805,20.70,990.17,0.17,34.7260246,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
665880,20.70,990.17,0.17,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
666954,20.70,990.19,0.00,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
668093,20.70,990.21,-0.17,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
669175,20.70,990.21,-0.17,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
670249,20.70,990.12,0.60,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
671324,20.70,990.12,0.60,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
672398,20.70,990.18,0.09,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.5000,3.4375,1,1,2,0
673472,20.70,990.20,-0.09,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
674547,20.70,990.22,-0.26,34.7260322,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
675622,20.70,990.21,-0.17,34.7260284,86.6396179,0.0000000,203.90,285.8750,86.4375,3.4375,1,1,2,0
676697,20.70,990.20,-0.09,34.7260322,86.6396179,0.0000000,203.90,285.6875,86.3750,3.5625,1,1,2,0
677772,20.80,990.22,-0.26,34.7260284,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6250,1,1,2,0
678860,20.70,990.23,-0.34,34.7260284,86.6396179,0.0000000,203.90,285.6875,86.3125,3.5625,1,1,2,0
680032,20.80,990.22,-0.26,34.7260322,86.6396179,0.0000000,203.90,285.6875,86.3125,3.6250,1,1,2,0
681108,20.80,990.21,-0.17,34.7260322,86.6396179,0.0000000,203.90,285.6875,86.3125,3.6250,1,1,2,0
682183,20.80,990.20,-0.09,34.7260322,86.6396179,0.0000000,203.90,285.8125,86.3750,3.5000,1,1,2,0
683259,20.80,990.21,-0.17,34.7260322,86.6396179,0.0000000,203.90,285.6875,86.2500,3.6250,1,1,2,0
684335,20.80,990.20,-0.09,34.7260284,86.6396179,0.0000000,203.90,285.7500,86.3125,3.5625,1,1,2,0
685410,20.80,990.18,0.09,34.7260284,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6875,1,1,2,0
686485,20.80,990.21,-0.17,34.7260284,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6875,1,1,2,0
687560,20.80,990.20,-0.09,34.7260284,86.6396179,0.0000000,203.90,285.6875,86.3125,3.6250,1,1,2,0
688634,20.80,990.25,-0.51,34.7260322,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6875,1,1,2,0
689710,20.80,990.21,-0.17,34.7260322,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6875,1,1,2,0
690785,20.80,990.21,-0.17,34.7260322,86.6396179,0.0000000,203.90,285.6250,86.2500,3.6875,1,1,2,0
691913,20.80,990.18,0.09,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
693043,20.80,990.14,0.43,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
694117,20.80,990.21,-0.17,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
695193,20.80,990.19,0.00,34.7260322,86.6396179,0.0000000,204.00,285.5625,86.1875,3.7500,1,1,2,0
696266,20.90,990.19,0.00,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
697341,20.90,990.14,0.43,34.7260322,86.6396179,0.0000000,204.00,285.0625,85.6875,175.7500,1,1,2,0
698418,20.90,990.22,-0.26,34.7260322,86.6396179,0.0000000,204.00,285.2500,85.8750,175.9375,1,1,2,0
699496,20.90,990.18,0.09,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
700570,20.90,990.13,0.51,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
701645,20.90,990.20,-0.09,34.7260322,86.6396179,0.0000000,204.00,284.9375,85.5000,175.6875,1,1,2,0
702756,20.90,990.16,0.26,34.7260322,86.6396179,0.0000000,204.00,285.6250,86.2500,3.6875,1,1,2,0
703904,20.90,990.20,-0.09,34.7260322,86.6396179,0.0000000,204.00,285.8125,86.3750,3.5625,1,1,2,0
704979,20.90,990.15,0.34,34.7260322,86.6396179,0.0000000,204.10,285.8125,86.3750,3.5625,1,1,2,0
706054,20.90,990.24,-0.43,34.7260322,86.6396179,0.0000000,204.10,285.8125,86.3750,3.5625,1,1,2,0
707129,20.90,990.22,-0.26,34.7260322,86.6396179,0.0000000,204.10,285.8125,86.3750,3.5625,1,1,2,0
708203,20.90,990.18,0.09,34.7260322,86.6396179,0.0000000,204.10,285.8125,86.3750,3.5625,1,1,2,0
709277,21.00,990.18,0.09,34.7260322,86.6396179,0.0000000,204.10,285.6875,86.2500,3.6875,1,1,2,0
710351,20.90,990.17,0.17,34.7260322,86.6396179,0.0000000,204.10,285.7500,86.3125,3.6250,1,1,2,0
711427,20.90,990.20,-0.09,34.7260360,86.6396331,0.0000000,204.00,285.7500,86.3125,3.6250,1,1,2,0
712501,21.00,990.18,0.09,34.7260360,86.6396331,0.0000000,204.00,285.7500,86.3125,3.6250,1,1,2,0
713576,21.00,990.18,0.09,34.7260398,86.6396331,0.0000000,204.00,285.7500,86.3125,3.6250,1,1,2,0
714649,21.00,990.15,0.34,34.7260398,86.6396331,0.0000000,204.00,285.7500,86.3125,3.6250,1,1,2,0
715781,21.00,990.25,-0.51,34.7260398,86.6396331,0.0000000,203.90,285.7500,86.3125,3.6250,1,1,2,0
716857,21.00,990.25,-0.51,34.7260398,86.6396331,0.0000000,203.90,285.7500,86.3125,3.6250,1,1,2,0
717932,21.00,990.24,-0.43,34.7260360,86.6396331,0.0000000,203.80,285.7500,86.3125,3.6250,1,1,2,0
719007,21.00,990.15,0.34,34.7260398,86.6396331,0.0000000,203.60,285.7500,86.3125,3.6250,1,1,2,0
720082,21.00,990.20,-0.09,34.7260322,86.6396331,0.0000000,203.60,285.7500,86.3125,3.6250,1,1,2,0
721158,21.00,990.16,0.26,34.7260284,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
722232,21.00,990.21,-0.17,34.7260284,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
723307,21.00,990.19,0.00,34.7260284,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
724382,21.00,990.16,0.26,34.7260284,86.6396331,0.0000000,203.40,285.7500,86.3125,3.6250,1,1,2,0
725457,21.00,990.18,0.09,34.7260246,86.6396331,0.0000000,203.40,285.7500,86.3125,3.6250,1,1,2,0
726532,21.00,990.11,0.68,34.7260246,86.6396331,0.0000000,203.40,285.7500,86.3125,3.6250,1,1,2,0
727665,21.00,990.12,0.60,34.7260246,86.6396331,0.0000000,203.40,285.7500,86.3125,3.6250,1,1,2,0
728767,21.00,990.11,0.68,34.7260246,86.6396331,0.0000000,203.40,285.7500,86.3125,3.6250,1,1,2,0
729840,21.00,990.15,0.34,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
730914,21.10,990.14,0.43,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
731988,21.10,990.19,0.00,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
733063,21.10,990.09,0.85,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
734137,21.10,990.15,0.34,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
735211,21.10,990.15,0.34,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
736286,21.10,990.16,0.26,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
737360,21.10,990.16,0.26,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.3125,3.6250,1,1,2,0
